QGC WPL 110
0	1	0	16	0	0	0	0	43.4763460787	-80.54997333	40	1
1	0	0	16	0	0	0	0	43.4758901032	-80.5498016686	40	1
2	0	0	16	0	0	0	0	43.4755199583	-80.5496085496	40	1
3	0	0	16	0	0	0	0	43.4751980933	-80.5494315238	40	1
4	0	0	16	0	0	0	0	43.4750478895	-80.549678287	40	1
5	0	0	16	0	0	0	0	43.4754233988	-80.5498231263	40	1
6	0	0	16	0	0	0	0	43.4757881792	-80.5500269742	40	1
7	0	0	16	0	0	0	0	43.4756755265	-80.5502630086	40	1
8	0	0	16	0	0	0	0	43.475310746	-80.5500913472	40	1
9	0	0	16	0	0	0	0	43.4749406012	-80.5499250503	40	1
10	0	0	16	0	0	0	0	43.4748064907	-80.5501879067	40	1
11	0	0	16	0	0	0	0	43.4751927288	-80.5503488393	40	1
12	0	0	16	0	0	0	0	43.4755575093	-80.5504936786	40	1
13	0	0	16	0	0	0	0	43.4754341276	-80.5507404418	40	1
14	0	0	16	0	0	0	0	43.4750854405	-80.5505902381	40	1
15	0	0	16	0	0	0	0	43.4746992024	-80.5504185767	40	1
16	0	0	16	0	0	0	0	43.474591914	-80.5506492467	40	1
17	0	0	16	0	0	0	0	43.4749781521	-80.5508101792	40	1
18	0	0	16	0	0	0	0	43.4753322037	-80.5509764762	40	1
19	0	0	16	0	0	0	0	43.4752249153	-80.5512339683	40	1
20	0	0	16	0	0	0	0	43.4748601349	-80.5510784001	40	1
21	0	0	16	0	0	0	0	43.4744738968	-80.5509281964	40	1
22	0	0	16	0	0	0	0	43.4763138922	-80.5500430675	40	1
23	0	0	16	2	0	0	0	43.4763138922	-80.5500430675	20	1
24	0	0	16	2	0	0	0	43.4763138922	-80.5500430675	10	1
25	0	0	16	2	0	0	0	43.4763138922	-80.5500430675	5	1
26	0	0	16	2	0	0	0	43.4763138922	-80.5500430675	2	1
27	0	0	16	10	0	0	0	43.4763138922	-80.5500430675	0	1
