QGC	WPL	110
0	1	0	16	0	0	0	0	43.4791796069	-80.5270494348	0	1
1	0	0	16	0	0	0	0	43.4787504534	-80.5270494348	40	1
2	0	0	16	0	0	0	0	43.4783213	-80.5270494348	40	1
3	0	0	16	0	0	0	0	43.4778921466	-80.5270494348	40	1
4	0	0	16	0	0	0	0	43.4774629931	-80.5270494348	40	1
5	0	0	16	0	0	0	0	43.4774629931	-80.5266202813	40	1
6	0	0	16	0	0	0	0	43.4778921466	-80.5266202813	40	1
7	0	0	16	0	0	0	0	43.4783213	-80.5266202813	40	1
8	0	0	16	0	0	0	0	43.4787504534	-80.5266202813	40	1
9	0	0	16	0	0	0	0	43.4791796069	-80.5266202813	40	1
10	0	0	16	0	0	0	0	43.4791796069	-80.5261911279	40	1
11	0	0	16	0	0	0	0	43.4787504534	-80.5261911279	40	1
12	0	0	16	0	0	0	0	43.4783213	-80.5261911279	40	1
13	0	0	16	0	0	0	0	43.4778921466	-80.5261911279	40	1
14	0	0	16	0	0	0	0	43.4774629931	-80.5261911279	40	1
15	0	0	16	0	0	0	0	43.4774629931	-80.5257619745	40	1
16	0	0	16	0	0	0	0	43.4778921466	-80.5257619745	40	1
17	0	0	16	0	0	0	0	43.4783213	-80.5257619745	40	1
18	0	0	16	0	0	0	0	43.4787504534	-80.5257619745	40	1
19	0	0	16	0	0	0	0	43.4791796069	-80.5257619745	40	1
20	0	0	16	0	0	0	0	43.4791796069	-80.525332821	40	1
21	0	0	16	0	0	0	0	43.4787504534	-80.525332821	40	1
22	0	0	16	0	0	0	0	43.4783213	-80.525332821	40	1
23	0	0	16	0	0	0	0	43.4778921466	-80.525332821	40	1
24	0	0	16	0	0	0	0	43.4774629931	-80.525332821	40	1
